age,marital,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,previously_contacted,job,education,default,housing,loan,contact
35,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,0.0,0.0,1.0
37,1,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,3.0,0.0,0.0,0.0,1.0
29,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,0.0,0.0,1.0
31,0,6,1,4,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,1.0,1.0,1.0
37,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,1.0,1.0,1.0
39,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,0.0,1.0,1.0
59,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,5.0,3.0,0.0,0.0,0.0,1.0
57,0,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,0.0,1.0,1.0
46,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,1.0,0.0,1.0
42,0,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,3.0,0.0,0.0,0.0,1.0
50,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,1.0,0.0,1.0
26,1,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,1.0,0.0,1.0
50,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,0.0,0.0,1.0
54,0,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,4.0,6.0,0.0,1.0,0.0,1.0
34,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,0.0,0.0,1.0
43,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,1.0,0.0,1.0
31,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,6.0,0.0,1.0,0.0,1.0
25,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,8.0,3.0,0.0,1.0,0.0,1.0
36,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,0.0,0.0,1.0
53,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,2.0,0.0,0.0,0.0,1.0
55,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,0.0,0.0,1.0
51,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,0.0,0.0,1.0,0.0,1.0
39,2,6,1,4,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,1.0,0.0,0.0,0.0,1.0
41,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,1.0,1.0,1.0
38,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,0.0,0.0,0.0,0.0,1.0
28,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,0.0,0.0,1.0
50,1,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,0.0,0.0,1.0,0.0,1.0
47,0,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,3.0,0.0,0.0,0.0,1.0
33,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,0.0,0.0,0.0,0.0,1.0
36,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,1.0,0.0,1.0
30,0,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,0.0,1.0,1.0
34,1,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,0.0,0.0,1.0
35,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,2.0,1.0,0.0,1.0,0.0,1.0
37,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,1.0,0.0,1.0
31,2,6,1,8,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,5.0,0.0,0.0,0.0,1.0
49,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,0.0,1.0,1.0
47,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,3.0,0.0,1.0,0.0,1.0
55,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,1.0,1.0,1.0
29,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,0.0,0.0,1.0
54,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,0.0,0.0,1.0
36,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,0.0,0.0,0.0,0.0,1.0
27,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,0.0,0.0,1.0
28,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,0.0,0.0,1.0
37,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,6.0,2.0,0.0,0.0,0.0,1.0
36,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,0.0,0.0,1.0
27,1,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,6.0,6.0,0.0,0.0,0.0,1.0
36,0,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,6.0,0.0,0.0,0.0,1.0
39,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,10.0,6.0,0.0,0.0,0.0,1.0
32,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,6.0,5.0,0.0,0.0,0.0,1.0
34,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,1.0,1.0,1.0
30,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,0.0,0.0,0.0,0.0,1.0
50,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,4.0,6.0,0.0,0.0,0.0,1.0
47,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,3.0,0.0,0.0,0.0,0.0,1.0
32,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,6.0,5.0,0.0,0.0,1.0,1.0
34,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,0.0,0.0,1.0
38,2,6,1,9,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,1.0,0.0,1.0
35,1,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,0.0,0.0,1.0
36,2,6,1,4,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,0.0,0.0,1.0
50,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,1.0,1.0,1.0
25,2,6,1,5,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,3.0,0.0,0.0,0.0,1.0
31,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,1.0,0.0,1.0,1.0,1.0
38,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,2.0,0.0,0.0,0.0,1.0
45,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,1.0,0.0,1.0
36,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,10.0,3.0,0.0,1.0,0.0,1.0
38,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,0.0,0.0,1.0
45,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,1.0,0.0,1.0
34,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,4.0,6.0,0.0,1.0,0.0,1.0
31,1,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,0.0,0.0,1.0
57,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,5.0,5.0,0.0,0.0,1.0,1.0
49,2,6,1,31,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,1.0,0.0,1.0
39,0,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,0.0,0.0,1.0
54,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,4.0,6.0,0.0,1.0,0.0,1.0
52,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,3.0,0.0,1.0,0.0,1.0
46,2,6,1,5,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,6.0,0.0,1.0,1.0,1.0
41,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,0.0,0.0,1.0
37,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,3.0,0.0,1.0,0.0,1.0
48,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,1.0,0.0,1.0,0.0,1.0
44,0,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,0.0,1.0,1.0
36,1,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,1.0,0.0,1.0
27,1,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,2.0,6.0,0.0,0.0,0.0,1.0
35,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,1.0,0.0,1.0
36,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,3.0,0.0,0.0,0.0,1.0
39,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,1.0,0.0,1.0,0.0,1.0
33,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,2.0,6.0,0.0,1.0,0.0,1.0
30,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,1.0,0.0,0.0,0.0,1.0
32,1,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,4.0,6.0,0.0,1.0,0.0,1.0
37,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,1.0,0.0,1.0
42,0,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,3.0,0.0,1.0,0.0,1.0
30,1,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,0.0,0.0,1.0
33,0,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,10.0,5.0,0.0,1.0,0.0,1.0
43,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,0.0,0.0,1.0
38,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,0.0,1.0,1.0
36,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,4.0,6.0,0.0,1.0,0.0,1.0
32,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,1.0,0.0,1.0
47,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,0.0,1.0,1.0
33,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,0.0,1.0,1.0
47,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,0.0,0.0,1.0
38,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,5.0,0.0,0.0,0.0,1.0
31,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,1.0,0.0,1.0
35,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,1.0,0.0,0.0,0.0,1.0
58,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,5.0,0.0,0.0,1.0,0.0,1.0
30,1,6,1,4,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,0.0,0.0,1.0
33,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,0.0,0.0,1.0
32,1,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,1.0,0.0,1.0
28,2,6,1,1,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,2.0,2.0,0.0,1.0,0.0,1.0
30,1,6,1,6,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,6.0,6.0,0.0,0.0,1.0,1.0
37,2,6,1,4,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,4.0,6.0,0.0,0.0,0.0,1.0
50,0,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,3.0,0.0,0.0,0.0,1.0
40,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,1.0,0.0,1.0
43,1,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,0.0,1.0,1.0
44,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,1.0,0.0,1.0
55,2,6,1,4,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,5.0,5.0,0.0,0.0,1.0,1.0
33,1,6,1,4,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,1.0,0.0,1.0
54,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,1.0,0.0,1.0
53,2,6,1,8,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,0.0,1.0,1.0
41,0,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,1.0,0.0,1.0
52,0,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,3.0,0.0,0.0,0.0,1.0
27,1,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,3.0,0.0,1.0,0.0,1.0
28,1,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,0.0,1.0,1.0
59,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,1.0,0.0,1.0,0.0,1.0
41,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,3.0,0.0,1.0,0.0,1.0
32,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,1.0,1.0,1.0
35,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,1.0,0.0,1.0
52,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,3.0,0.0,0.0,0.0,1.0
47,2,6,1,6,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,1.0,0.0,1.0
37,0,6,1,4,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,3.0,0.0,1.0,0.0,1.0
32,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,6.0,2.0,0.0,1.0,1.0,1.0
39,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,3.0,0.0,1.0,1.0,1.0
33,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,0.0,1.0,1.0
36,1,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,2.0,6.0,0.0,0.0,0.0,1.0
50,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,2.0,6.0,0.0,0.0,0.0,1.0
37,1,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,1.0,1.0,1.0
30,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,2.0,5.0,0.0,1.0,0.0,1.0
30,1,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,6.0,6.0,0.0,1.0,0.0,1.0
33,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,0.0,0.0,1.0
50,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,1.0,0.0,1.0
29,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,3.0,0.0,0.0,0.0,1.0
46,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,5.0,0.0,0.0,0.0,1.0
22,1,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,0.0,0.0,1.0,0.0,1.0
45,2,6,1,7,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,4.0,6.0,0.0,1.0,0.0,1.0
47,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,1.0,0.0,1.0
37,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,1.0,0.0,1.0
37,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,0.0,0.0,1.0
51,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,3.0,0.0,0.0,0.0,1.0
55,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,2.0,0.0,1.0,0.0,1.0
28,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,1.0,0.0,1.0
43,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,1.0,0.0,1.0
32,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,2.0,0.0,0.0,0.0,1.0
43,2,6,1,6,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,1.0,0.0,1.0
56,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,5.0,0.0,0.0,0.0,0.0,1.0
26,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,1.0,0.0,1.0
26,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,1.0,0.0,1.0
36,2,6,1,7,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,6.0,6.0,0.0,1.0,0.0,1.0
38,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,0.0,0.0,1.0
39,2,6,1,6,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,0.0,0.0,1.0
54,0,6,1,4,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,0.0,0.0,1.0
29,1,6,1,6,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,0.0,0.0,1.0
33,1,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,1.0,0.0,1.0
29,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,8.0,3.0,0.0,0.0,1.0,1.0
27,1,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,3.0,0.0,0.0,0.0,1.0
34,1,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,2.0,5.0,0.0,0.0,0.0,1.0
28,1,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,3.0,0.0,0.0,0.0,1.0
35,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,0.0,1.0,1.0
35,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,6.0,2.0,0.0,1.0,0.0,1.0
41,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,4.0,1.0,0.0,0.0,1.0,1.0
36,1,6,1,10,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,0.0,0.0,1.0
37,2,6,1,6,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,0.0,0.0,1.0
37,2,6,1,4,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,3.0,0.0,1.0,0.0,1.0
39,2,6,1,9,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,0.0,0.0,1.0
30,2,6,1,4,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,0.0,0.0,0.0,0.0,1.0
39,2,6,1,6,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,2.0,3.0,0.0,0.0,0.0,1.0
40,1,6,1,4,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,3.0,0.0,0.0,0.0,1.0
52,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,10.0,3.0,0.0,1.0,0.0,1.0
43,2,6,1,4,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,1.0,0.0,1.0,0.0,1.0
31,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,4.0,3.0,0.0,1.0,1.0,1.0
42,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,10.0,5.0,0.0,1.0,0.0,1.0
26,1,6,1,6,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,0.0,0.0,1.0,1.0,1.0
39,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,3.0,0.0,0.0,0.0,1.0
42,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,4.0,2.0,0.0,1.0,0.0,1.0
44,1,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,7.0,3.0,0.0,0.0,0.0,1.0
30,0,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,2.0,0.0,1.0,0.0,1.0
35,0,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,10.0,0.0,0.0,1.0,1.0,1.0
37,1,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,1.0,0.0,1.0
24,1,6,1,21,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,6.0,0.0,1.0,0.0,1.0
32,0,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,5.0,0.0,1.0,0.0,1.0
36,1,6,1,7,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,1.0,0.0,1.0
44,0,6,1,4,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,0.0,3.0,0.0,0.0,0.0,1.0
46,0,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,1.0,0.0,1.0,0.0,1.0
45,2,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,4.0,6.0,0.0,1.0,0.0,1.0
29,0,6,1,2,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,9.0,6.0,0.0,0.0,1.0,1.0
37,1,6,1,7,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,1.0,6.0,0.0,0.0,0.0,1.0
55,2,6,1,3,999,0,-1,1.4,94.465,-41.8,4.961,5228.1,False,3.0,6.0,0.0,1.0,0.0,1.0
38,0,6,2,6,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,1.0,1.0,0.0,1.0,0.0,1.0
59,2,6,2,2,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,0.0,6.0,0.0,1.0,0.0,1.0
58,2,6,2,3,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,1.0,3.0,0.0,0.0,0.0,1.0
54,2,6,2,7,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,1.0,3.0,0.0,1.0,1.0,1.0
43,2,6,2,5,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,7.0,3.0,0.0,0.0,0.0,1.0
36,0,6,2,4,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,0.0,3.0,0.0,1.0,0.0,1.0
28,1,6,2,8,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,0.0,3.0,0.0,0.0,0.0,1.0
46,0,6,2,2,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,9.0,5.0,0.0,0.0,0.0,1.0
31,2,6,2,2,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,1.0,2.0,0.0,0.0,1.0,1.0
38,2,6,2,3,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,1.0,2.0,0.0,0.0,1.0,1.0
50,2,6,2,6,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,7.0,3.0,0.0,1.0,1.0,1.0
39,1,6,2,3,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,7.0,3.0,0.0,1.0,0.0,1.0
34,2,6,2,2,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,9.0,6.0,0.0,1.0,0.0,1.0
30,1,6,2,1,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,4.0,6.0,0.0,1.0,0.0,1.0
51,2,6,2,6,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,9.0,3.0,0.0,0.0,1.0,1.0
26,1,6,2,1,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,0.0,3.0,0.0,0.0,0.0,1.0
35,2,6,2,4,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,0.0,6.0,0.0,1.0,0.0,1.0
24,2,6,2,4,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,2.0,6.0,0.0,1.0,1.0,1.0
51,0,6,2,1,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,1.0,0.0,0.0,0.0,0.0,1.0
31,0,6,2,1,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,10.0,0.0,0.0,1.0,0.0,1.0
30,1,6,2,4,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,8.0,6.0,0.0,1.0,0.0,1.0
46,0,6,2,3,999,0,-1,1.4,94.465,-41.8,4.962,5228.1,False,10.0,2.0,0.0,0.0,0.0,1.0
